time_s,direct_x_m,direct_y_m,direct_z_m,direct_vx_mps,direct_vy_mps,direct_vz_mps,iter_x_m,iter_y_m,iter_z_m,iter_vx_mps,iter_vy_mps,iter_vz_mps,analytic_x_m,analytic_y_m,analytic_z_m,analytic_vx_mps,analytic_vy_mps,analytic_vz_mps
1.600000000000000000e+03,3.972804966530624370e+04,-9.312801896520890296e+03,0.000000000000000000e+00,-3.395522009533387120e-01,-5.794065783135719627e+00,0.000000000000000000e+00,3.972804966530631646e+04,-9.312801896520890296e+03,0.000000000000000000e+00,-3.395522009533377128e-01,-5.794065783135718739e+00,0.000000000000000000e+00,3.972804966530623642e+04,-9.312801896520892114e+03,0.000000000000000000e+00,-3.395522009533386565e-01,-5.794065783135718739e+00,0.000000000000000000e+00
1.700000000000000000e+03,3.969303846947379498e+04,-9.891955734003955513e+03,0.000000000000000000e+00,-3.606686127908345085e-01,-5.788959638396462104e+00,0.000000000000000000e+00,3.969303846947386774e+04,-9.891955734003953694e+03,0.000000000000000000e+00,-3.606686127908333428e-01,-5.788959638396462104e+00,0.000000000000000000e+00,3.969303846947379498e+04,-9.891955734003955513e+03,0.000000000000000000e+00,-3.606686127908343975e-01,-5.788959638396462104e+00,0.000000000000000000e+00
1.800000000000000000e+03,3.965591658203864790e+04,-1.047058356318160259e+04,0.000000000000000000e+00,-3.817658459450716801e-01,-5.783545663645488055e+00,0.000000000000000000e+00,3.965591658203872794e+04,-1.047058356318160440e+04,0.000000000000000000e+00,-3.817658459450704589e-01,-5.783545663645488943e+00,0.000000000000000000e+00,3.965591658203864790e+04,-1.047058356318160622e+04,0.000000000000000000e+00,-3.817658459450715691e-01,-5.783545663645488055e+00,0.000000000000000000e+00
1.900000000000000000e+03,3.961668597697051882e+04,-1.104865461531083020e+04,0.000000000000000000e+00,-4.028427785630863678e-01,-5.777824146772853275e+00,0.000000000000000000e+00,3.961668597697060613e+04,-1.104865461531082474e+04,0.000000000000000000e+00,-4.028427785630849245e-01,-5.777824146772853275e+00,0.000000000000000000e+00,3.961668597697052610e+04,-1.104865461531082838e+04,0.000000000000000000e+00,-4.028427785630862568e-01,-5.777824146772853275e+00,0.000000000000000000e+00
2.000000000000000000e+03,3.957534874037095869e+04,-1.162613815125542351e+04,0.000000000000000000e+00,-4.238982898714023229e-01,-5.771795392022274207e+00,0.000000000000000000e+00,3.957534874037103873e+04,-1.162613815125542351e+04,0.000000000000000000e+00,-4.238982898714011016e-01,-5.771795392022274207e+00,0.000000000000000000e+00,3.957534874037095142e+04,-1.162613815125542533e+04,0.000000000000000000e+00,-4.238982898714024339e-01,-5.771795392022275095e+00,0.000000000000000000e+00
2.100000000000000000e+03,3.953190707036236563e+04,-1.220300346312059446e+04,0.000000000000000000e+00,-4.449312602356305657e-01,-5.765459719974955100e+00,0.000000000000000000e+00,3.953190707036246749e+04,-1.220300346312058718e+04,0.000000000000000000e+00,-4.449312602356290114e-01,-5.765459719974955988e+00,0.000000000000000000e+00,3.953190707036237291e+04,-1.220300346312059264e+04,0.000000000000000000e+00,-4.449312602356305657e-01,-5.765459719974955100e+00,0.000000000000000000e+00
2.200000000000000000e+03,3.948636327697121305e+04,-1.277921987588579759e+04,0.000000000000000000e+00,-4.659405712200033189e-01,-5.758817467532536760e+00,0.000000000000000000e+00,3.948636327697131492e+04,-1.277921987588579577e+04,0.000000000000000000e+00,-4.659405712200016536e-01,-5.758817467532538537e+00,0.000000000000000000e+00,3.948636327697122033e+04,-1.277921987588579941e+04,0.000000000000000000e+00,-4.659405712200032634e-01,-5.758817467532537648e+00,0.000000000000000000e+00
2.300000000000000000e+03,3.943871978200509329e+04,-1.335475674903597610e+04,0.000000000000000000e+00,-4.869251056468497652e-01,-5.751868987899182883e+00,0.000000000000000000e+00,3.943871978200519516e+04,-1.335475674903597064e+04,0.000000000000000000e+00,-4.869251056468479888e-01,-5.751868987899183772e+00,0.000000000000000000e+00,3.943871978200508602e+04,-1.335475674903597428e+04,0.000000000000000000e+00,-4.869251056468498207e-01,-5.751868987899182883e+00,0.000000000000000000e+00
2.400000000000000000e+03,3.938897911892396951e+04,-1.392958347819079427e+04,0.000000000000000000e+00,-5.078837476560011943e-01,-5.744614650562797742e+00,0.000000000000000000e+00,3.938897911892407865e+04,-1.392958347819079245e+04,0.000000000000000000e+00,-5.078837476559994180e-01,-5.744614650562798630e+00,0.000000000000000000e+00,3.938897911892396951e+04,-1.392958347819079609e+04,0.000000000000000000e+00,-5.078837476560013053e-01,-5.744614650562798630e+00,0.000000000000000000e+00
2.500000000000000000e+03,3.933714393270551955e+04,-1.450366949673211820e+04,0.000000000000000000e+00,-5.288153827641277616e-01,-5.737054841275379680e+00,0.000000000000000000e+00,3.933714393270562869e+04,-1.450366949673211093e+04,0.000000000000000000e+00,-5.288153827641257632e-01,-5.737054841275380568e+00,0.000000000000000000e+00,3.933714393270551955e+04,-1.450366949673211639e+04,0.000000000000000000e+00,-5.288153827641278726e-01,-5.737054841275379680e+00,0.000000000000000000e+00
2.600000000000000000e+03,3.928321697970440437e+04,-1.507698427742933018e+04,0.000000000000000000e+00,-5.497188979240010820e-01,-5.729189962032506855e+00,0.000000000000000000e+00,3.928321697970452806e+04,-1.507698427742932836e+04,0.000000000000000000e+00,-5.497188979239988615e-01,-5.729189962032507744e+00,0.000000000000000000e+00,3.928321697970441164e+04,-1.507698427742933200e+04,0.000000000000000000e+00,-5.497188979240010820e-01,-5.729189962032507744e+00,0.000000000000000000e+00
2.700000000000000000e+03,3.922720112750578846e+04,-1.564949733406270025e+04,0.000000000000000000e+00,-5.705931815836811083e-01,-5.721020431051965005e+00,0.000000000000000000e+00,3.922720112750590488e+04,-1.564949733406268933e+04,0.000000000000000000e+00,-5.705931815836785548e-01,-5.721020431051965005e+00,0.000000000000000000e+00,3.922720112750578846e+04,-1.564949733406269661e+04,0.000000000000000000e+00,-5.705931815836809973e-01,-5.721020431051965005e+00,0.000000000000000000e+00
2.800000000000000000e+03,3.916909935477272666e+04,-1.622117822304442052e+04,0.000000000000000000e+00,-5.914371237456230723e-01,-5.712546682751500349e+00,0.000000000000000000e+00,3.916909935477285035e+04,-1.622117822304441324e+04,0.000000000000000000e+00,-5.914371237456204078e-01,-5.712546682751501237e+00,0.000000000000000000e+00,3.916909935477272666e+04,-1.622117822304442052e+04,0.000000000000000000e+00,-5.914371237456230723e-01,-5.712546682751501237e+00,0.000000000000000000e+00
2.900000000000000000e+03,3.910891475108791201e+04,-1.679199654503753845e+04,0.000000000000000000e+00,-6.122496160257027142e-01,-5.703769167725730505e+00,0.000000000000000000e+00,3.910891475108804298e+04,-1.679199654503752754e+04,0.000000000000000000e+00,-6.122496160257001607e-01,-5.703769167725731393e+00,0.000000000000000000e+00,3.910891475108791201e+04,-1.679199654503753845e+04,0.000000000000000000e+00,-6.122496160257029363e-01,-5.703769167725730505e+00,0.000000000000000000e+00
3.000000000000000000e+03,3.904665051678929012e+04,-1.736192194657238360e+04,0.000000000000000000e+00,-6.330295517121553583e-01,-5.694688352722174329e+00,0.000000000000000000e+00,3.904665051678943564e+04,-1.736192194657237633e+04,0.000000000000000000e+00,-6.330295517121520277e-01,-5.694688352722175217e+00,0.000000000000000000e+00,3.904665051678929740e+04,-1.736192194657238724e+04,0.000000000000000000e+00,-6.330295517121551363e-01,-5.694688352722174329e+00,0.000000000000000000e+00
3.100000000000000000e+03,3.898230996279995452e+04,-1.793092412166067515e+04,0.000000000000000000e+00,-6.537758258244221743e-01,-5.685304720616437102e+00,0.000000000000000000e+00,3.898230996280008549e+04,-1.793092412166066424e+04,0.000000000000000000e+00,-6.537758258244191767e-01,-5.685304720616437102e+00,0.000000000000000000e+00,3.898230996279994724e+04,-1.793092412166067515e+04,0.000000000000000000e+00,-6.537758258244222853e-01,-5.685304720616436214e+00,0.000000000000000000e+00
3.200000000000000000e+03,3.891589651045195933e+04,-1.849897281340700283e+04,0.000000000000000000e+00,-6.744873351719142818e-01,-5.675618770386531509e+00,0.000000000000000000e+00,3.891589651045211212e+04,-1.849897281340699919e+04,0.000000000000000000e+00,-6.744873351719107291e-01,-5.675618770386531509e+00,0.000000000000000000e+00,3.891589651045195933e+04,-1.849897281340700647e+04,0.000000000000000000e+00,-6.744873351719141708e-01,-5.675618770386531509e+00,0.000000000000000000e+00
3.300000000000000000e+03,3.884741369130458042e+04,-1.906603781561780852e+04,0.000000000000000000e+00,-6.951629784126680534e-01,-5.665631017086346866e+00,0.000000000000000000e+00,3.884741369130472594e+04,-1.906603781561780124e+04,0.000000000000000000e+00,-6.951629784126649447e-01,-5.665631017086346866e+00,0.000000000000000000e+00,3.884741369130457315e+04,-1.906603781561780852e+04,0.000000000000000000e+00,-6.951629784126684974e-01,-5.665631017086346866e+00,0.000000000000000000e+00
3.400000000000000000e+03,3.877686514695632650e+04,-1.963208897440754299e+04,0.000000000000000000e+00,-7.158016561119167065e-01,-5.655341991818259473e+00,0.000000000000000000e+00,3.877686514695648657e+04,-1.963208897440753935e+04,0.000000000000000000e+00,-7.158016561119130428e-01,-5.655341991818258585e+00,0.000000000000000000e+00,3.877686514695632650e+04,-1.963208897440754299e+04,0.000000000000000000e+00,-7.158016561119168175e-01,-5.655341991818258585e+00,0.000000000000000000e+00
3.500000000000000000e+03,3.870425462885145680e+04,-2.019709618980218511e+04,0.000000000000000000e+00,-7.364022708005464324e-01,-5.644752241704887652e+00,0.000000000000000000e+00,3.870425462885162415e+04,-2.019709618980217419e+04,0.000000000000000000e+00,-7.364022708005424356e-01,-5.644752241704888540e+00,0.000000000000000000e+00,3.870425462885145680e+04,-2.019709618980218511e+04,0.000000000000000000e+00,-7.364022708005465434e-01,-5.644752241704887652e+00,0.000000000000000000e+00
3.600000000000000000e+03,3.862958599808038707e+04,-2.076102941733973785e+04,0.000000000000000000e+00,-7.569637270334590440e-01,-5.633862329860006568e+00,0.000000000000000000e+00,3.862958599808055442e+04,-2.076102941733972693e+04,0.000000000000000000e+00,-7.569637270334543810e-01,-5.633862329860007456e+00,0.000000000000000000e+00,3.862958599808039435e+04,-2.076102941733974149e+04,0.000000000000000000e+00,-7.569637270334589330e-01,-5.633862329860006568e+00,0.000000000000000000e+00
3.700000000000000000e+03,3.855286322517443477e+04,-2.132385866966793037e+04,0.000000000000000000e+00,-7.774849314478204931e-01,-5.622672835358595300e+00,0.000000000000000000e+00,3.855286322517460212e+04,-2.132385866966791946e+04,0.000000000000000000e+00,-7.774849314478158302e-01,-5.622672835358596188e+00,0.000000000000000000e+00,3.855286322517442750e+04,-2.132385866966793401e+04,0.000000000000000000e+00,-7.774849314478204931e-01,-5.622672835358595300e+00,0.000000000000000000e+00
3.800000000000000000e+03,3.847409038989462715e+04,-2.188555401813876233e+04,0.000000000000000000e+00,-7.979647928212028063e-01,-5.611184353206051689e+00,0.000000000000000000e+00,3.847409038989480905e+04,-2.188555401813874050e+04,0.000000000000000000e+00,-7.979647928211979213e-01,-5.611184353206052577e+00,0.000000000000000000e+00,3.847409038989463443e+04,-2.188555401813875505e+04,0.000000000000000000e+00,-7.979647928212029173e-01,-5.611184353206051689e+00,0.000000000000000000e+00
3.900000000000000000e+03,3.839327168101485586e+04,-2.244608559439994497e+04,0.000000000000000000e+00,-8.184022221296087807e-01,-5.599397494306546541e+00,0.000000000000000000e+00,3.839327168101503776e+04,-2.244608559439993405e+04,0.000000000000000000e+00,-8.184022221296032296e-01,-5.599397494306547429e+00,0.000000000000000000e+00,3.839327168101486313e+04,-2.244608559439994860e+04,0.000000000000000000e+00,-8.184022221296085586e-01,-5.599397494306546541e+00,0.000000000000000000e+00
4.000000000000000000e+03,3.831041139609905076e+04,-2.300542359198324630e+04,0.000000000000000000e+00,-8.387961326053803290e-01,-5.587312885430543830e+00,0.000000000000000000e+00,3.831041139609921811e+04,-2.300542359198324266e+04,0.000000000000000000e+00,-8.387961326053747779e-01,-5.587312885430544718e+00,0.000000000000000000e+00,3.831041139609904349e+04,-2.300542359198325357e+04,0.000000000000000000e+00,-8.387961326053803290e-01,-5.587312885430543830e+00,0.000000000000000000e+00
4.100000000000000000e+03,3.822551394127262756e+04,-2.356353826788939841e+04,0.000000000000000000e+00,-8.591454397949913613e-01,-5.574931169181467361e+00,0.000000000000000000e+00,3.822551394127280946e+04,-2.356353826788938386e+04,0.000000000000000000e+00,-8.591454397949849220e-01,-5.574931169181469137e+00,0.000000000000000000e+00,3.822551394127262756e+04,-2.356353826788939841e+04,0.000000000000000000e+00,-8.591454397949909172e-01,-5.574931169181467361e+00,0.000000000000000000e+00
4.200000000000000000e+03,3.813858383098834020e+04,-2.412039994416967602e+04,0.000000000000000000e+00,-8.794490616167078834e-01,-5.562253003961535214e+00,0.000000000000000000e+00,3.813858383098852937e+04,-2.412039994416965419e+04,0.000000000000000000e+00,-8.794490616167018882e-01,-5.562253003961536990e+00,0.000000000000000000e+00,3.813858383098834020e+04,-2.412039994416966874e+04,0.000000000000000000e+00,-8.794490616167081054e-01,-5.562253003961536102e+00,0.000000000000000000e+00
4.300000000000000000e+03,3.804962568778606510e+04,-2.467597900950406984e+04,0.000000000000000000e+00,-8.997059184181366298e-01,-5.549279063936744194e+00,0.000000000000000000e+00,3.804962568778625428e+04,-2.467597900950405165e+04,0.000000000000000000e+00,-8.997059184181298575e-01,-5.549279063936745970e+00,0.000000000000000000e+00,3.804962568778605782e+04,-2.467597900950406620e+04,0.000000000000000000e+00,-8.997059184181364078e-01,-5.549279063936744194e+00,0.000000000000000000e+00
4.400000000000000000e+03,3.795864424204707029e+04,-2.523024592077588386e+04,0.000000000000000000e+00,-9.199149330336267028e-01,-5.536010039001023841e+00,0.000000000000000000e+00,3.795864424204726674e+04,-2.523024592077586931e+04,0.000000000000000000e+00,-9.199149330336197083e-01,-5.536010039001025618e+00,0.000000000000000000e+00,3.795864424204707029e+04,-2.523024592077588750e+04,0.000000000000000000e+00,-9.199149330336265917e-01,-5.536010039001023841e+00,0.000000000000000000e+00
4.500000000000000000e+03,3.786564433174247097e+04,-2.578317120464269101e+04,0.000000000000000000e+00,-9.400750308415553036e-01,-5.522446634739547555e+00,0.000000000000000000e+00,3.786564433174267469e+04,-2.578317120464266918e+04,0.000000000000000000e+00,-9.400750308415478651e-01,-5.522446634739550220e+00,0.000000000000000000e+00,3.786564433174247097e+04,-2.578317120464269101e+04,0.000000000000000000e+00,-9.400750308415549705e-01,-5.522446634739547555e+00,0.000000000000000000e+00
4.600000000000000000e+03,3.777063090217596618e+04,-2.633472545910355620e+04,0.000000000000000000e+00,-9.601851398214664712e-01,-5.508589572391219491e+00,0.000000000000000000e+00,3.777063090217617719e+04,-2.633472545910353074e+04,0.000000000000000000e+00,-9.601851398214593658e-01,-5.508589572391222156e+00,0.000000000000000000e+00,3.777063090217597346e+04,-2.633472545910354893e+04,0.000000000000000000e+00,-9.601851398214665823e-01,-5.508589572391219491e+00,0.000000000000000000e+00
4.700000000000000000e+03,3.767360900572088576e+04,-2.688487935506254871e+04,0.000000000000000000e+00,-9.802441906110814784e-01,-5.494439588810315911e+00,0.000000000000000000e+00,3.767360900572108221e+04,-2.688487935506251961e+04,0.000000000000000000e+00,-9.802441906110733738e-01,-5.494439588810317687e+00,0.000000000000000000e+00,3.767360900572087849e+04,-2.688487935506254144e+04,0.000000000000000000e+00,-9.802441906110810343e-01,-5.494439588810315023e+00,0.000000000000000000e+00
4.800000000000000000e+03,3.757458380155143095e+04,-2.743360363788827817e+04,0.000000000000000000e+00,-1.000251116563153797e+00,-5.479997436427303192e+00,0.000000000000000000e+00,3.757458380155163468e+04,-2.743360363788826362e+04,0.000000000000000000e+00,-1.000251116563146470e+00,-5.479997436427304969e+00,0.000000000000000000e+00,3.757458380155142368e+04,-2.743360363788827817e+04,0.000000000000000000e+00,-1.000251116563154241e+00,-5.479997436427303192e+00,0.000000000000000000e+00
4.900000000000000000e+03,3.747356055536847271e+04,-2.798086912896959620e+04,0.000000000000000000e+00,-1.020204853802201050e+00,-5.465263883208831608e+00,0.000000000000000000e+00,3.747356055536870554e+04,-2.798086912896958529e+04,0.000000000000000000e+00,-1.020204853802192835e+00,-5.465263883208834272e+00,0.000000000000000000e+00,3.747356055536848726e+04,-2.798086912896959984e+04,0.000000000000000000e+00,-1.020204853802200828e+00,-5.465263883208831608e+00,0.000000000000000000e+00
5.000000000000000000e+03,3.737054463911952917e+04,-2.852664672726709978e+04,0.000000000000000000e+00,-1.040104341281063327e+00,-5.450239712616895105e+00,0.000000000000000000e+00,3.737054463911975472e+04,-2.852664672726708159e+04,0.000000000000000000e+00,-1.040104341281054667e+00,-5.450239712616898657e+00,0.000000000000000000e+00,3.737054463911952917e+04,-2.852664672726709250e+04,0.000000000000000000e+00,-1.040104341281063105e+00,-5.450239712616895993e+00,0.000000000000000000e+00
5.100000000000000000e+03,3.726554153071296605e+04,-2.907090741086059279e+04,0.000000000000000000e+00,-1.059948520837334485e+00,-5.434925723567172184e+00,0.000000000000000000e+00,3.726554153071319161e+04,-2.907090741086058551e+04,0.000000000000000000e+00,-1.059948520837325381e+00,-5.434925723567174849e+00,0.000000000000000000e+00,3.726554153071295877e+04,-2.907090741086059643e+04,0.000000000000000000e+00,-1.059948520837334263e+00,-5.434925723567172184e+00,0.000000000000000000e+00
5.200000000000000000e+03,3.715855681372685649e+04,-2.961362223849241855e+04,0.000000000000000000e+00,-1.079736337249626033e+00,-5.419322730386538112e+00,0.000000000000000000e+00,3.715855681372708932e+04,-2.961362223849241491e+04,0.000000000000000000e+00,-1.079736337249616929e+00,-5.419322730386541664e+00,0.000000000000000000e+00,3.715855681372685649e+04,-2.961362223849242582e+04,0.000000000000000000e+00,-1.079736337249626033e+00,-5.419322730386538112e+00,0.000000000000000000e+00
5.300000000000000000e+03,3.704959617711203464e+04,-3.015476235110633934e+04,0.000000000000000000e+00,-1.099466738293680912e+00,-5.403431562769771546e+00,0.000000000000000000e+00,3.704959617711227475e+04,-3.015476235110633206e+04,0.000000000000000000e+00,-1.099466738293671808e+00,-5.403431562769775098e+00,0.000000000000000000e+00,3.704959617711203464e+04,-3.015476235110634298e+04,0.000000000000000000e+00,-1.099466738293680912e+00,-5.403431562769771546e+00,0.000000000000000000e+00
5.400000000000000000e+03,3.693866541488954681e+04,-3.069429897338215233e+04,0.000000000000000000e+00,-1.119138674798324740e+00,-5.387253065735428059e+00,0.000000000000000000e+00,3.693866541488980147e+04,-3.069429897338214141e+04,0.000000000000000000e+00,-1.119138674798314970e+00,-5.387253065735430724e+00,0.000000000000000000e+00,3.693866541488955409e+04,-3.069429897338214869e+04,0.000000000000000000e+00,-1.119138674798324296e+00,-5.387253065735427171e+00,0.000000000000000000e+00
5.500000000000000000e+03,3.682577042584260926e+04,-3.123220341526583070e+04,0.000000000000000000e+00,-1.138751100701254071e+00,-5.370788099580906305e+00,0.000000000000000000e+00,3.682577042584286392e+04,-3.123220341526581979e+04,0.000000000000000000e+00,-1.138751100701244301e+00,-5.370788099580909858e+00,0.000000000000000000e+00,3.682577042584260926e+04,-3.123220341526582342e+04,0.000000000000000000e+00,-1.138751100701254071e+00,-5.370788099580906305e+00,0.000000000000000000e+00
5.600000000000000000e+03,3.671091721320287616e+04,-3.176844707349513192e+04,0.000000000000000000e+00,-1.158302973104666123e+00,-5.354037539836709492e+00,0.000000000000000000e+00,3.671091721320313081e+04,-3.176844707349512828e+04,0.000000000000000000e+00,-1.158302973104655909e+00,-5.354037539836712156e+00,0.000000000000000000e+00,3.671091721320286888e+04,-3.176844707349513192e+04,0.000000000000000000e+00,-1.158302973104666123e+00,-5.354037539836709492e+00,0.000000000000000000e+00
